Title,Director,Actors
Murder on the Orient Express,Kenneth Branagh,Kenneth Branagh --- Penélope Cruz --- Willem Dafoe --- Judi Dench --- Johnny Depp --- Josh Gad --- Derek Jacobi --- Leslie Odom Jr. --- Michelle Pfeiffer --- Daisy Ridley --- Tom Bateman --- Olivia Colman --- Lucy Boynton --- Marwan Kenzari --- Manuel Garcia-Rulfo --- Sergei Polunin --- Miranda Raison --- Phil Dunster --- Hayat Kamille --- Joseph Long --- Gerard Horan --- Rami Nasr --- Adam Garcia --- Ziad Abaza --- Asan N'Jie --- Ekran Mustafa --- Andy Apollo --- Sid Sagar --- Michael Rouse --- Matthew Hawksley --- Kate Tydman --- Pip Jordan --- Yasmin Harrison --- ,
Baywatch,Seth Gordon,Dwayne Johnson --- Zac Efron --- Alexandra Daddario --- Kelly Rohrbach --- Priyanka Chopra --- Jon Bass --- Ilfenesh Hadera --- Rob Huebel --- Yahya Abdul-Mateen II --- John Cenatiempo --- Pamela Anderson --- Hannibal Buress --- Charlotte McKinney --- Jack Kesy --- David Hasselhoff --- Izabel Goulart --- Ana Flavia Gavlak --- Angelique Kenney --- Oscar Nunez --- Brandon Larracuente --- Maegan Vogel --- Haviland Stillwell --- Kera Lynn --- Whitney Goin --- Amin Joseph --- Belinda --- Lee Hodge --- Earl Poitier --- Shay Davila --- Barbara Vincent --- Damon Preston --- Bria Danielle Davis --- Cody Scott --- Samantha Harris --- Seth Gordon --- Brenda Lowe --- Peter Anaya --- Vincenzo Hinckley --- Arian Foster --- Karin Silvestri --- Tamila Bilalova --- Casey McCullum --- Zachary Vazquez --- Kelly Róisín --- Apollo GT --- Matthew Kosto --- ,
Kingsman: The Golden Circle,Matthew Vaughn,Taron Egerton --- Colin Firth --- Julianne Moore --- Mark Strong --- Jeff Bridges --- Channing Tatum --- Halle Berry --- Elton John --- Pedro Pascal --- Hanna Alström --- Edward Holcroft --- Poppy Delevingne --- Bruce Greenwood --- Emily Watson --- Sophie Cookson --- Michael Gambon --- Tobi Bakare --- Theo Barklem-Biggs --- Thomas Turgoose --- Calvin Demba --- Samantha Womack --- Keith Allen --- Tom Benedict Knight --- Mark Arnold --- Björn Granath --- Lena Endre --- Gordon Alexander --- Jeff Ricketts --- James Carroll Jordan --- Samantha Coughlan --- Mingus Johnston --- Cristina Dohmen --- ,
Geostorm,Dean Devlin,Gerard Butler --- Alexandra Maria Lara --- Jim Sturgess --- Abbie Cornish --- Ed Harris --- Andy García --- Zazie Beetz --- Eugenio Derbez --- Robert Sheehan --- David S. Lee --- Talitha Bateman --- Daniel Wu --- Adepero Oduye --- Amr Waked --- Richard Schiff --- Billy Slaughter --- Tom Choi --- Mare Winningham --- Daniella Garcia-Lorido --- Ritchie Montgomery --- Judd Lormand --- Corey Mendell Parker --- Catherine Ashton --- Arnold Chun --- Randall Newsome --- Sean Paul Braud --- Anastasiya Rul --- Julia Denton --- Carlos Antonio --- Joe Drago --- Douglas M. Griffin --- Blake Burt --- Derek Roberts --- Randy Havens --- ,
Lady Bird,Greta Gerwig,Saoirse Ronan --- Laurie Metcalf --- Tracy Letts --- Lucas Hedges --- Timothée Chalamet --- Beanie Feldstein --- Lois Smith --- Stephen Henderson --- Odeya Rush --- Jordan Rodrigues --- Marielle Scott --- Jake McDorman --- John Karna --- Bayne Gibby --- Laura Marano --- Marietta DePrima --- Daniel Zovatto --- Kristen Cloke --- Andy Buckley --- Paul Keller --- Kathryn Newton --- Myra Turley --- Bob Stephenson --- Abhimanyu Katyal --- Chris Witaske --- Ben Konigsberg --- Gurpreet Gill --- Richard Jin Namkung --- Joan Patricia O'Neil --- Robert Figueroa --- Carla Valentine --- Roman Arabia --- Monique Edwards --- Matthew Maher --- Anita Kalathara --- Debra Miller --- Georgia Leva --- Derek Butler --- London Thor --- Shaelan O'Connor --- Christina Offley --- Sabrina Schloss --- Connor Mickiewicz --- Erik Daniells --- Cynthia Cales --- Giselle Grams --- Ithamar Enriquez --- Luisa Lee --- Danielle Macdonald --- Adam Brock --- Bonnie Jean Shelton --- Rebecca Light --- Janet Song --- ,
Call Me by Your Name,Luca Guadagnino,Timothée Chalamet --- Armie Hammer --- Michael Stuhlbarg --- Amira Casar --- Esther Garrel --- Victoire Du Bois --- Vanda Capriolo --- Antonio Rimoldi --- Elena Bucci --- Marco Sgrosso --- André Aciman --- Peter Spears --- Xhuliano Ujka --- ,
Ghost in the Shell,Rupert Sanders,Scarlett Johansson --- Pilou Asbæk --- Michael Pitt --- Chin Han --- Juliette Binoche --- Takeshi Kitano --- Peter Ferdinando --- Rila Fukushima --- Daniel Henshall --- Yutaka Izumihara --- Anamaria Marinca --- Kaori Momoi --- Lasarus Ratuere --- Kaori Yamamoto --- Andrew Morris --- Danusia Samal --- Michael Wincott --- Tawanda Manyimo --- Pete Teo --- Yuta Kazama --- Christopher Obi --- Adwoa Aboah --- Tricky --- Mana Hira Davis --- Kai Fung Rieck --- Andrew Stehlin --- Matthias Luafutu --- John Luafutu --- Tanya Drewery --- Jacqueline Lee Geurts --- Hannah Tasker-Poland --- Emma Coppersmith --- Shinji Ikefuji --- Xavier Horan --- Allan Henry --- Joseph Naufahu --- Makoto Murata --- Philippe Joly --- ,
Cars 3,Brian Fee,Owen Wilson --- Cristela Alonzo --- Chris Cooper --- Armie Hammer --- Bonnie Hunt --- Larry the Cable Guy --- Nathan Fillion --- Kerry Washington --- Lea DeLaria --- Tony Shalhoub --- Guido Quaroni --- Lloyd Sherr --- Paul Dooley --- Cheech Marin --- Jenifer Lewis --- Lewis Hamilton --- Bob Costas --- Bob Peterson --- Katherine Helmond --- John Ratzenberger --- Michael Wallis --- Ray Magliozzi --- Tom Magliozzi --- Isiah Whitlock Jr. --- Junior Johnson --- Margo Martindale --- Chase Elliott --- Ryan Blaney --- Darrell Wallace Jr. --- Darrell Waltrip --- Shannon Spake --- Humpy Wheeler --- Jeff Gordon --- Daniel Suárez --- Kyle Petty --- Mike Joy --- Ray Evernham --- Richard Petty --- Paul Newman --- Jason Pace --- Angel Oquendo --- Madeleine McGraw --- Andra Day --- ,
War for the Planet of the Apes,Matt Reeves,Andy Serkis --- Woody Harrelson --- Steve Zahn --- Karin Konoval --- Terry Notary --- Ty Olsson --- Michael Adamthwaite --- Toby Kebbell --- Judy Greer --- Sara Canning --- Max Lloyd-Jones --- Devyn Dalton --- Aleks Paunovic --- Amiah Miller --- Gabriel Chavarria --- Alessandro Juliani --- Chad Rook --- Timothy Webber --- Roger Cross --- Mercedes de la Zerda --- ,
Wonder,Stephen Chbosky,Jacob Tremblay --- Julia Roberts --- Owen Wilson --- Izabela Vidovic --- Mandy Patinkin --- Daveed Diggs --- Noah Jupe --- Bryce Gheisar --- Danielle Rose Russell --- Elle McKinnon --- Millie Davis --- Ali Liebert --- Nadji Jeter --- Ty Consiglio --- Kyle Harrison Breitkopf --- James A Hughes --- Nicole Oliver --- Rachel Hayward --- Crystal Lowe --- Steve Bacic --- Ben Ratner --- Sônia Braga --- Izzy Lieberman --- Hannah Hoberman --- Erika McKitrick --- Lucia Thain --- Emily Delahunty --- Sasha Neuhaus --- William Dickinson --- Armen Bagdasarov --- Emma Tremblay --- Lidya Jewett --- Kaelyn Breitkopf --- Emily Giannozio --- Haley Goldin --- Cameron Roberts --- Grayson Maxwell Gurnsey --- Maccie Margaret Chbosky --- Gidget --- Victoria Cruz --- Laura Mozgovaya --- Darcy Rose Byrnes --- Jason McKinnon --- Brayden Snow --- Brooke D. Singleton --- Andre Robinson --- Alyssa Andronyk --- Jason Tremblay --- Wilson Chieng --- Dallas Snow --- Justin Snow --- Kayzhia Snow --- Amber Snow --- Elayna Sing --- Ann Evans --- Mark Dozlaw --- Abigail Friend --- Razvan Orban --- Kari Staten --- Sônia Braga --- ,
Get Out,Jordan Peele,Daniel Kaluuya --- Allison Williams --- Bradley Whitford --- Catherine Keener --- Caleb Landry Jones --- Stephen Root --- Lakeith Stanfield --- LilRel Howery --- Betty Gabriel --- Marcus Henderson --- Zailand Adams --- Erika Alexander --- Ashley LeConte Campbell --- Julie Ann Doan --- Geraldine Singer --- Trey Burvant --- Jana Allen --- Jeronimo Spinx --- Caren L. Larkey --- Ben Ladner --- Rutherford Cravens --- Brad Spiers --- Mark Baynard Baggs --- Lory Tom Thompson Sr. --- Michael Amstutz --- Gary Wayne Loper --- Jack Teague --- Jamie Gliddon --- Matthew McCrocklin --- Evan Shafran --- Lyle Brocato --- Sean Paul Braud --- Ian Casselberry --- Richard Herd --- Jordan Peele --- ,
John Wick: Chapter 2,Chad Stahelski,Keanu Reeves --- Riccardo Scamarcio --- Ian McShane --- Laurence Fishburne --- Common --- Ruby Rose --- Claudia Gerini --- Lance Reddick --- John Leguizamo --- Bridget Moynahan --- Thomas Sadoski --- David Patrick Kelly --- Peter Stormare --- Franco Nero --- Peter Serafinowicz --- Perry Yung --- Tobias Segal --- Chukwudi Iwuji --- Nico Toffoli --- Marko Caka --- Aaron Cohen --- Aly Mang --- Nora Sommerkamp --- Marmee Cosico --- Nancy Cejari --- Crystal Lonneberg --- Frank Modica --- Jennifer Dong --- Elli --- Midori Nakamura --- Sidney Beitz --- Mark Vincent --- Justin L. Wilson --- Chris LaPanta --- Guyviaud Joseph --- Alisa Ermolaev --- Kelly Rae LeGault --- Vadim Kroll --- Shade Rupe --- Thaddeus Daniels --- Margaret Daly --- Wass Stevens --- Erik Frandsen --- Youma Diakite --- Luca Mosca --- Mario Donatone --- Kenny Sheard --- Tim Connolly --- Heidi Moneymaker --- Angel Pai --- Johnny Otto --- Nobuya Shimamoto --- Oleg Prudius --- Alex Ziwak --- Ciscandra Nostalghia --- ,
Transformers: The Last Knight,Michael Bay,Mark Wahlberg --- Josh Duhamel --- Stanley Tucci --- Anthony Hopkins --- Laura Haddock --- Minti Gorne --- Isabela Moner --- Jerrod Carmichael --- Santiago Cabrera --- John Turturro --- Glenn Morshower --- Liam Garrigan --- Mitch Pileggi --- Tony Hale --- Gil Birmingham --- Nicola Peltz --- Shia LaBeouf --- Peter Cullen --- Gemma Chan --- Frank Welker --- Erik Aadahl --- Jim Carter --- Omar Sy --- Ken Watanabe --- John Goodman --- John DiMaggio --- Reno Wilson --- Jess Harnell --- Tom Kenny --- Steve Buscemi --- Steven Barr --- Mark Ryan --- Sophia Myles --- Barbara Eve Harris --- Benjamin Flores Jr. --- Kevin Kent --- Andy Bean --- Walles Hamonde --- Martin McCreadie --- John Hollingworth --- Aisha Kabia --- Elizabeth Croft --- Stephen Hogan --- Dan Warner --- Juliocesar Chavez --- Daniel Adegboyega --- Claude Knowlton --- Phill Langhorne --- Sam Yim --- Christina Tam --- Rob Witcomb --- Marcus Fraser --- Ben Webb --- Jacob Zachar --- Maggie Steed --- Sara Stewart --- Phoebe Nicholls --- Rebecca Front --- Samuel Parker --- Daniel Iturriaga --- Mark Dexter --- Rob Jarvis --- Tim Downie --- Emily Tierney --- Wolfgang Young --- Nicholas Khan --- Leighton Sharpe --- Aiyaz Ahmed --- Pauline McLynn --- Matthew Castle --- Mia Maria --- Poppy Carter --- Seeta Indrani --- Simon Harrison --- Wendy Albiston --- John Burke --- Granville Ames --- Jim Wisniewski --- Remi Adeleke --- Perry Yee --- Brian William Price --- Vincent Jerome --- Alan Pietruszewski --- Christoper Vasquez --- Drew B. Waters --- Krista Schaeffer --- Tom Wright --- Charlie Bouguenon --- Jandre le Roux --- Helen Iesha Goldthorpe --- Sofia Abbasi --- David Olawale Ayinde --- Jill Buchanan --- Michael Chapman --- Bern Collaco --- Graham Curry --- Tom Dab --- Dino Fazzani --- Eloise Henwood --- Honey Holmes --- Ty Hurley --- Joost Janssen --- Adam Lazarus --- David Macey --- Jason Matthewson --- Peter Meyer --- Jag Patel --- Deborah Rock --- Bernardo Santos --- Christian Wolf-La'Moy  --- ,
Three Billboards Outside Ebbing, Missouri,Martin McDonagh,Frances McDormand --- Woody Harrelson --- Sam Rockwell --- John Hawkes --- Peter Dinklage --- Abbie Cornish --- Lucas Hedges --- Caleb Landry Jones --- Samara Weaving --- Zeljko Ivanek --- Clarke Peters --- Amanda Warren --- Kerry Condon --- Darrell Britt-Gibson --- Kathryn Newton --- Sandy Martin --- Riya May Atwood --- Selah Atwood --- Malaya Rivera Drew --- Christopher Berry --- Jerry Winsett --- Brendan Sexton III --- Alejandro Barrios --- Jason Ledford --- Gregory Nassif St. John --- Allyssa Barley --- William J. Harrison --- Eleanor Threatt Hardy --- Michael Aaron Milligan --- Nick Searcy --- ,
Valerian and the City of a Thousand Planets,Luc Besson,Dane DeHaan --- Cara Delevingne --- Clive Owen --- Rihanna --- Ethan Hawke --- Herbie Hancock --- Kris Wu --- Rutger Hauer --- John Goodman --- Elizabeth Debicki --- Sam Spruell --- Ola Rapace --- Alain Chabat --- Thom Findlay --- Mathieu Kassovitz --- Aymeline Valade --- Sasha Luss --- Pauline Hoarau --- Jonas Bloquet --- Sand Van Roy --- Louis Leterrier --- Olivier Megaton --- Sam Douglas --- Diva Cam --- Eric Lampaert --- Alexandre Willaume-Jantzen --- Gavin Drea --- Réginal Kudiwu --- David Michie --- Marion Roussignol --- Emilie Pommelet --- Roman Blomme --- Emilie Livingston --- Alexandre Nguyen --- Aurelien Gaya --- Mikael Buxton --- Yun Lai --- Anders Heinrichsen --- Tristan Robin --- Yun-Ping He --- James Flynn --- David Clark --- Ben Mauro --- Jean-François Lenogue --- Peter Eberst --- Peter Hudson --- Xavier Giannoli --- Eric Rochant --- Benoît Jacquot --- Gérard Krawczyk --- Pierre Cachia --- David Saada --- Hippolyte Burkhart-Uhlen --- Florian Guichard --- Stéphane Mir --- Thierry Barthe --- Pier Ewudu --- Andrew Tisba --- Yannick Lorté --- Charly Akakpo --- Clément Beauruelle --- Audrey Kamp --- Anthony Hornez --- Julien Bleitrach --- Maxime Babara Touré --- Barbare Weber Scaff --- Marilhéa Peillard --- Lee Delong --- Judith Brunett --- Marie Barrouillet --- Cindy Bruna --- Sija Titko --- Daphnée Kbidi --- Nick Marzock --- Stefan Konarske --- Mahamadou Coulibaly --- Julien Marlin --- Yvan Lucker --- Tom Hygreck --- Abel Jafri --- Laurent Ferraro --- Jean-Robert Lombard --- Leonid Glushchenko --- Akim Chir --- Laminé Ba --- Paul Lefèvre --- Guillaume Maison --- Jean-Christophe Brizard --- Patrick Cottet-Moine --- Irene Palko --- Tonio Descanvelle --- Velvet D'Amour --- Doug Rand --- Grant Moninger --- Robbie Rist --- Christopher Swindel --- Claire Tran --- Alain Etoundi --- Fayet Nsumoto --- Kristina Kachinskaya --- Veronika Khayla --- Sissi Duparc --- Noam Frost --- Pauline Serreau --- Philippe Rigot --- Étienne Ménard --- Peter Lamarque --- Maximilien Seweryn --- Zouheir Zerhouni --- Tristan Zerbib --- Elliot Jenicot --- Staiv Gentis --- Chloé Hollings --- Aguendia Fotabong --- Tania Dessources --- Gaëtan Cotigny --- François Bredon --- Cédric Chevalme --- ,
The 12th Man,Harald Zwart,Thomas Gullestad --- Jonathan Rhys Meyers --- Marie Blokhus --- Mads Sjøgård Pettersen --- Martin Kiefer --- Kristoffer Jørgensen --- Maria Grazia Di Meo --- Håkon T. Nielsen --- Håkon Smeby --- Kim Jøran Olsen --- J.I. Falck --- David Vekony --- Vegar Hoel --- Alexander Zwart --- Jonas Fredheim --- Anders Wang --- Jørn Magnus Karlsen --- ,
American Assassin,Michael Cuesta,Dylan O'Brien --- Michael Keaton --- Sanaa Lathan --- Shiva Negar --- Taylor Kitsch --- Scott Adkins --- David Suchet --- Joseph Long --- Navid Negahban --- Charlotte Vega --- Andrew Pleavin --- Shahid Ahmed --- Joost Janssen --- Adam Collins --- Mohammad Bakri --- Christopher Bomford --- Stephen Shafer --- Vladimir Fridman --- Nick Cavaliere --- Adam Robertson --- Trevor White --- Josh Danford --- Jeff Davis --- Bentley Kalu --- Sydney White --- Shani Erez --- Martina Brusco --- Sharif Dorani --- Alaa Safi --- Tolga Safer --- Bruno Bilotta --- Yousef Sweid --- Christopher Webster --- Buster Reeves --- Simon Connolly --- Michael Wildman --- Alexis Barron --- Khalid Laith --- Göksun Çam --- Roberto Sgarbi --- Aso Sherabayani --- Nej Adamson --- Ronan Summers --- Matt Rippy --- Gjevat Kelmendi --- Damian Dudkiewicz --- Jake Mann --- Dacio Caballero --- Jorge Leon Martinez --- Kola Bokinni --- Kamil Lemieszewski --- ,
The Hitman's Bodyguard,Patrick Hughes,Ryan Reynolds --- Samuel L. Jackson --- Gary Oldman --- Salma Hayek --- Élodie Yung --- Joaquim de Almeida --- Kirsty Mitchell --- Richard E. Grant --- Yuri Kolokolnikov --- Sam Hazeldine --- Mikhail Gorevoy --- Barry Atsma --- Georgie Glen --- Tine Joustra --- Joséphine de la Baume --- Rod Hallett --- Abbey Hoes --- Ori Pfeffer --- Lee Nicholas Harris --- ,
Jumanji: Welcome to the Jungle,Jake Kasdan,Dwayne Johnson --- Jack Black --- Kevin Hart --- Karen Gillan --- Nick Jonas --- Bobby Cannavale --- Rhys Darby --- Alex Wolff --- Ser'Darius Blain --- Madison Iseman --- Morgan Turner --- Mason Guccione --- Colin Hanks --- Marc Evan Jackson --- Carlease Burke --- Tim Matheson --- Sean Buxton --- Missi Pyle --- Maribeth Monroe --- Marin Hinkle --- Tracey Bonner --- Natasha Charles Parker --- Kat Altman --- Michael Shacket --- William Tokarsky --- Rohan Chand --- Juan Gaspard --- Sylvia Jefferies --- Friday Chamberlain --- Danny Pardo --- Natasha Mayet --- Ruby Bustamante --- Virginia Newcomb --- Maiya Boyd --- Jonnah-Blaine Bowling --- John Archer Lundgren --- Ted Williams --- Najah Jackson --- Maddie Nichols --- Jamie Renell --- Darian Baker --- Sarah Fawaz --- Max Ortiz Jr. --- William Walker --- Tahseen Ghauri --- Jemarko Jones --- Daniel Salyers --- Ashley Lonardo --- Demetrice Nguyen --- Jonathan Louis Ramos --- Martin Feigen --- Leeza Jones --- Tad Sallee --- Tyler Stormant --- Cory Michael Peeler --- Chrysta-Lyn Rodrigues --- Ryan Baughman --- Kevin Montgomery --- Na Bil --- Jeffery Clarke --- Mario Fernandez --- Stanislav Mruz --- John Early --- Lyric Jefferson --- ,
I, Tonya,Craig Gillespie,Margot Robbie --- Sebastian Stan --- Allison Janney --- Julianne Nicholson --- Paul Walter Hauser --- Bobby Cannavale --- Bojana Novaković --- Caitlin Carver --- Maizie Smith --- Mckenna Grace --- Suehyla El-Attar --- Jason Davis --- Mea Allen --- Cory Chapman --- Amy Fox --- Cara Mantella --- Joshua Mikel --- Lynne Ashe --- Steve Wedan --- Anthony Reynolds --- Davin Allen Grindstaff --- Ricky Russert --- Miles Mussenden --- Annie Livingston --- Dan Triandiflou --- Alphie Hyorth --- Daniel Thomas May --- Brandon O'Dell --- Miles Mussenden --- Al Bianchi --- Jan Harrelson --- Luray Cooper --- Kelly O'Neal --- Cecil Love --- Sean Goulding --- Bobby Browning --- Heather Jocelyn Blair --- ,
Atomic Blonde,David Leitch,Charlize Theron --- James McAvoy --- Sofia Boutella --- Eddie Marsan --- Toby Jones --- John Goodman --- Til Schweiger --- Bill Skarsgård --- James Faulkner --- Roland Møller --- Sam Hargrave --- Jóhannes Haukur Jóhannesson --- Lili Gesler --- Sara Natasa Szonda --- Cale Schultz --- Barbara Sukowa --- Attila �?rpa --- Martin Angerbauer --- Declan Hannigan --- Balázs Lengyel --- Daniel Hargrave --- Greg Rementer --- Daniel Bernhardt --- ,
Jigsaw,Michael Spierig,Peter Spierig,Matt Passmore --- Tobin Bell --- Callum Keith Rennie --- Hannah Anderson --- Clé Bennett --- Laura Vandervoort --- Paul Braunstein --- Mandela Van Peebles --- Brittany Allen --- Josiah Black --- Edward Ruttle --- Michael Boisvert --- Sam Koules --- Troy Feldman --- Shaquan Lewis --- Lauren Beatty --- Misha Rasaiah --- Sonia Dhillon Tully --- Tina Jung --- Brandon James Sim --- James Gomez --- Attila Sebesy --- Bonnie Siu --- Ryan Manning --- ,
The Dark Tower,Nikolaj Arcel,Idris Elba --- Matthew McConaughey --- Tom Taylor --- Claudia Kim --- Fran Kranz --- Abbey Lee --- Jackie Earle Haley --- Katheryn Winnick --- Dennis Haysbert --- Michael Barbieri --- José Zúñiga --- Alex McGregor --- Nicholas Hamilton --- Nicholas Pauling --- Eva Kaminsky --- Robbie McLean --- Matthew Thomson --- Karl Thaning --- Lemogang Tsipa --- Robert Whitehead --- Leeanda Reddy --- Kenneth Fok --- Charlize Churcher --- Ben Gavin --- Sara Cicilian --- Lara Adine Lipschitz --- Jabari Gray --- Paul Riley Fox --- Mark Elderkin --- Joe Vaz --- Christopher Stein --- Andre Robinson --- Alfredo Narciso --- Dan Hirst --- Zak Rowlands --- Christiaan Schoombie --- Keci Eatock --- Marmee Cosico --- Bill Walters --- Inge Beckmann --- Reon Van Der Watt --- Richard Lothian --- Larry Nuñez --- Michael Basile --- Warren Masemola --- Emily Child --- Zanne Solomon --- Mary Twala --- Sarah Potter --- Andrew Laubscher --- ,
Hostiles,Scott Cooper,Christian Bale --- Rosamund Pike --- Wes Studi --- Jesse Plemons --- Adam Beach --- Rory Cochrane --- Ben Foster --- Stephen Lang --- Timothée Chalamet --- Jonathan Majors --- Q'orianka Kilcher --- Paul Anderson --- Ryan Bingham --- Peter Mullan --- Robyn Malcolm --- Scott Wilson --- Bill Camp --- John Benjamin Hickey --- Scott Shepherd --- Stafford Douglas --- David Midthunder --- Dicky Eklund Jr. --- Tanaya Beatty --- Luce Rains --- Scott G. Anderson --- Christopher Hagen --- Rod Rondeaux --- Ava Cooper --- Stella Cooper --- Gray Wolf Herrera --- Xavier Horsechief --- Austin Rising --- Boots Southerland --- Brian Duffy --- Richard Bucher --- James Cady --- ,
The Mummy,Alex Kurtzman,Tom Cruise --- Annabelle Wallis --- Sofia Boutella --- Jake Johnson --- Courtney B. Vance --- Russell Crowe --- Marwan Kenzari --- Neil Maskell --- Javier Botet --- Andrew Brooke --- Selva Rasalingam --- Shanina Shaik --- Dylan Smith --- Hadrian Howard --- Rez Kempton --- Bella Ava Georgiou --- David Burnett --- Stephen Thompson --- James Arama --- Vera Chok --- Tyrone Love --- Sean Cameron Michael --- Martin Bishop --- Simon Atherton --- Matthew Wilkas --- Sohm Kapila --- Erol Ismail --- Parker Sawyers --- Rhona Croker --- Timothy Allsop --- Grace Chilton --- Hannah Ankrah --- Dylan Kussman --- Peter Lofsgard --- Shane Zaza --- Alice Hewkin --- Daniel Tuite --- Noof McEwan --- Maryam Grace --- Sonya Cullingford --- Fionn Cox-Davies --- Neus Gil Cortes --- Emily Thompson-Smith --- Stéphane Deheselle --- Madeleine Fairminer --- Michèle Paleta Rhyner --- Christian Davidson --- Michael Haydon --- Solomon Taiwo Justified --- Shina Shihoko Nagai --- Jason Matthewson --- Kelly Burke --- Mouna Albakry --- Chasty Ballesteros --- Emma Louise Saunders --- ,
